run_name,run_id,domain_name,finetune_strategy,pretrained_scheme,seed,task_type,run_state,accuracy,f1,precision,recall,auc,loss,convergence_epochs,training_time,total_parameters,trainable_parameters
Cora_NC_linear_probe_s5_42,w232hj8i,Cora_NC,linear_probe,s5,42,node_classification,finished,0.443,0.4644320470011008,0.6316764255832634,0.48345807599841784,0.8101135478164039,1.5819655656814575,117,18.231168031692505,1691660,369415
Cora_NC_linear_probe_s5_84,zdbvyj4v,Cora_NC,linear_probe,s5,84,node_classification,finished,0.431,0.4677433947703974,0.6180183461307369,0.5027178397596923,0.8154070688693699,1.6443393230438232,191,23.356701612472538,1691660,369415
Cora_NC_linear_probe_s5_126,ln3nrbzy,Cora_NC,linear_probe,s5,126,node_classification,finished,0.475,0.4900238151549633,0.6144773137573319,0.4707350129059547,0.8144657990505758,1.5142282247543335,107,22.75329613685608,1691660,369415
Cora_LP_full_finetune_b1_42,1bcywtaz,Cora_LP,full_finetune,b1,42,link_prediction,finished,0.5823863636363636,0.506102009341615,0.5026569007611661,0.5833333333333334,0.08405201569264069,7.168973379062884,257,335.73072624206543,1886982,1886982
CiteSeer_LP_full_finetune_b1_126,sd63cey0,CiteSeer_LP,full_finetune,b1,126,link_prediction,finished,0.6043956043956044,0.5085785251395887,0.5089557785209959,0.5169014084507042,0.09312121039326378,1.7781230402516794,15,166.09938406944275,2468102,2468102
CiteSeer_LP_full_finetune_b2_42,4w652vyb,CiteSeer_LP,full_finetune,b2,42,link_prediction,finished,0.5236263736263737,0.05199687531953458,0.5626373626373626,0.0272635814889336,0.09226967744388057,0.7621488970059614,1,151.57517862319946,2468102,2468102
Cora_LP_full_finetune_b1_84,t15jykio,Cora_LP,full_finetune,b1,84,link_prediction,finished,0.5942234848484849,0.49049745648333737,0.5022502250225022,0.5482954545454546,0.08930262445887446,3.615520735581716,31,207.03905248641968,1886982,1886982
CiteSeer_LP_full_finetune_b2_84,wjfevife,CiteSeer_LP,full_finetune,b2,84,link_prediction,finished,0.5818681318681319,0.16865558435975345,0.5626373626373626,0.099272558427488,0.09153110294696656,0.7650876529269166,1,151.78503680229187,2468102,2468102
CiteSeer_LP_full_finetune_b2_126,cljzvucy,CiteSeer_LP,full_finetune,b2,126,link_prediction,finished,0.55,0.5175655805707969,0.5047904476475905,0.5429577464788733,0.0987908557960448,5.556282433310708,260,304.5596318244934,2468102,2468102
Cora_LP_full_finetune_b1_126,u1ghxr6w,Cora_LP,full_finetune,b1,126,link_prediction,finished,0.5946969696969697,0.4968688309992133,0.5035428916025931,0.5634469696969697,0.08830492424242424,2.5415685140725337,25,199.8930702209473,1886982,1886982
Cora_LP_full_finetune_b2_42,ymzhoya0,Cora_LP,full_finetune,b2,42,link_prediction,finished,0.5667613636363636,0.15486422269401923,0.5575757575757575,0.09138257575757576,0.08247091450216451,0.6900484065214793,1,168.1349740028381,1886982,1886982
CiteSeer_LP_full_finetune_b3_42,xh4cvfsi,CiteSeer_LP,full_finetune,b3,42,link_prediction,finished,0.5879120879120879,0.5182104669936205,0.5072853072853073,0.5385544033431358,0.0963883164031422,2.7786903255588404,44,199.87316274642944,2468102,2468102
Cora_LP_full_finetune_b2_84,9xl8d47t,Cora_LP,full_finetune,b2,84,link_prediction,finished,0.5700757575757576,0.16060441454392838,0.5575757575757575,0.09517045454545454,0.08450013528138525,0.6974021313768445,1,167.59530305862427,1886982,1886982
CiteSeer_LP_full_finetune_b3_84,j00pb0s9,CiteSeer_LP,full_finetune,b3,84,link_prediction,finished,0.5664835164835165,0.5183575689011862,0.5039794248304886,0.5461461074137131,0.0865956874852353,3.443682869712075,66,218.18546891212463,2468102,2468102
Cora_LP_full_finetune_b2_126,5mv013g3,Cora_LP,full_finetune,b2,126,link_prediction,finished,0.5767045454545454,0.1751611358052741,0.5555555555555555,0.10606060606060606,0.08407738095238096,0.6618189161474054,1,167.59420537948608,1886982,1886982
CiteSeer_LP_full_finetune_b3_126,e9btti8c,CiteSeer_LP,full_finetune,b3,126,link_prediction,finished,0.5637362637362637,0.5177999440787707,0.5047554215695809,0.5421838724655625,0.08838998905714993,3.9138480941017906,60,215.97207880020144,2468102,2468102
Cora_LP_full_finetune_b3_42,si5tcrxz,Cora_LP,full_finetune,b3,42,link_prediction,finished,0.5596590909090909,0.5035685453755149,0.5014749262536873,0.5819128787878788,0.08814427759740259,3.999036888281504,57,224.92073249816897,1886982,1886982
CiteSeer_LP_full_finetune_b4_42,ze5h3e3f,CiteSeer_LP,full_finetune,b4,42,link_prediction,finished,0.5763736263736263,0.5106624887976717,0.5093780006401365,0.5201981117474075,0.09156585939388016,3.1720987246586727,23,177.2610583305359,2468102,2468102
Cora_LP_full_finetune_b3_84,zyhh0pxn,Cora_LP,full_finetune,b3,84,link_prediction,finished,0.6259469696969697,0.4530881082628702,0.5056535504296699,0.4569128787878788,0.08012040043290043,0.6780698209097891,1,164.04480624198914,1886982,1886982
CiteSeer_LP_full_finetune_b4_84,e54b7t3q,CiteSeer_LP,full_finetune,b4,84,link_prediction,finished,0.5785714285714286,0.5062932695307195,0.5080531408889618,0.5119486147655161,0.0945983593870918,2.023168472667317,22,173.8504078388214,2468102,2468102
Cora_LP_full_finetune_b3_126,e27u2v5i,Cora_LP,full_finetune,b3,126,link_prediction,finished,0.4990530303030303,0.5113101003511963,0.5,0.6051136363636364,0.08475378787878787,0.6717519200209415,1,163.68392610549927,1886982,1886982
CiteSeer_LP_full_finetune_b4_126,mv5y2v0s,CiteSeer_LP,full_finetune,b4,126,link_prediction,finished,0.5807692307692308,0.5225387992817284,0.5072449674219586,0.5494428107104163,0.08899822687813792,5.571474841400817,85,233.12773942947388,2468102,2468102
Cora_LP_full_finetune_b4_42,elj0zu12,Cora_LP,full_finetune,b4,42,link_prediction,finished,0.5378787878787878,0.08878710091564677,0.5757575757575758,0.048295454545454544,0.08551474567099566,1.00051091814583,1,165.89008450508118,1886982,1886982
Cora_LP_full_finetune_b4_84,awe079ck,Cora_LP,full_finetune,b4,84,link_prediction,finished,0.5165719696969697,0.04450510840895104,0.6060606060606061,0.023200757575757576,0.08630952380952381,0.93673626852758,1,164.42118501663208,1886982,1886982
CiteSeer_LP_full_finetune_s1_42,7wlx2d7x,CiteSeer_LP,full_finetune,s1,42,link_prediction,finished,0.49615384615384617,0.5107193488137909,0.499282535646172,0.5366893669710571,0.07303198407720275,1.747687573485322,1,149.10439133644104,2468102,2468102
Cora_LP_full_finetune_b4_126,r6rscapy,Cora_LP,full_finetune,b4,126,link_prediction,finished,0.6036931818181818,0.5074971095104648,0.5039224734656207,0.5823863636363636,0.08937872023809523,5.377440826459364,95,270.4630048274994,1886982,1886982
CiteSeer_LP_full_finetune_s1_84,lxqj9n2v,CiteSeer_LP,full_finetune,s1,84,link_prediction,finished,0.521978021978022,0.5148626742572435,0.50312764158918,0.5397693855440334,0.08083046185344185,7.351441081539615,151,294.8457362651825,2468102,2468102
Cora_LP_full_finetune_s1_42,ou8tua8c,Cora_LP,full_finetune,s1,42,link_prediction,finished,0.5014204545454546,0.5082446410290911,0.5001796622349982,0.5984848484848485,0.07677218614718614,1.5775065512368174,1,166.43492531776428,1886982,1886982
CiteSeer_LP_full_finetune_s1_126,zgvtuuyv,CiteSeer_LP,full_finetune,s1,126,link_prediction,finished,0.5263736263736264,0.5148731556682524,0.5027823240589198,0.540318836093484,0.09019732429665714,7.501653985662775,117,264.3249855041504,2468102,2468102
Cora_LP_full_finetune_s1_84,gvou2tpq,Cora_LP,full_finetune,s1,84,link_prediction,finished,0.5066287878787878,0.5002547099723671,0.5003117595710188,0.5790719696969697,0.08779761904761905,1.4378190212177508,1,165.74785327911377,1886982,1886982
CiteSeer_LP_full_finetune_s2_42,yze8givu,CiteSeer_LP,full_finetune,s2,42,link_prediction,finished,0.5247252747252747,0.5165014941717226,0.5020280532475655,0.5469199814270237,0.09017125696147192,2.6567396866096247,27,175.6177077293396,2468102,2468102
Cora_LP_full_finetune_s1_126,lktx1ym3,Cora_LP,full_finetune,s1,126,link_prediction,finished,0.5222537878787878,0.49896106685906955,0.5009065009065009,0.5748106060606061,0.06629633387445888,4.327827498768315,14,182.77604794502255,1886982,1886982
CiteSeer_LP_full_finetune_s2_84,azqadloo,CiteSeer_LP,full_finetune,s2,84,link_prediction,finished,0.5626373626373626,0.5174541255326792,0.506127933202169,0.5412010524686581,0.10303983143123246,6.352490884131128,283,298.21987295150757,2468102,2468102
Cora_LP_full_finetune_s2_42,u4mk5d4e,Cora_LP,full_finetune,s2,42,link_prediction,finished,0.5,0.5117845117845118,0.5,0.6060606060606061,0.08050933441558442,0.9759218674717528,1,166.08857703208923,1886982,1886982
Cora_LP_full_finetune_s2_84,1o1nn6ev,Cora_LP,full_finetune,s2,84,link_prediction,finished,0.5,0.5117845117845118,0.5,0.6060606060606061,0.08265692640692641,0.7337787223584724,1,168.16521167755127,1886982,1886982
CiteSeer_LP_full_finetune_s2_126,v3vhg4dm,CiteSeer_LP,full_finetune,s2,126,link_prediction,finished,0.5565934065934066,0.5181349514382949,0.505532074762844,0.5442810710416345,0.09331237085128856,2.491646247905689,44,193.7257664203644,2468102,2468102
Cora_LP_full_finetune_s2_126,qqk1z1og,Cora_LP,full_finetune,s2,126,link_prediction,finished,0.5,0.5117845117845118,0.5,0.6060606060606061,0.0862587932900433,0.7447965867591627,1,167.68324947357178,1886982,1886982
CiteSeer_LP_full_finetune_s3_42,tj6dycxy,CiteSeer_LP,full_finetune,s3,42,link_prediction,finished,0.5324175824175824,0.5177724062890208,0.5025215448451963,0.5476861167002012,0.08815972759634731,5.293722186245761,158,293.6122877597809,2468102,2468102
Cora_LP_full_finetune_s3_42,y40q5qik,Cora_LP,full_finetune,s3,42,link_prediction,finished,0.5,0.5117845117845118,0.5,0.6060606060606061,0.08324032738095237,3.1981204503328735,1,167.3514280319214,1886982,1886982
Cora_LP_full_finetune_s3_84,so62zr3f,Cora_LP,full_finetune,s3,84,link_prediction,finished,0.4947916666666667,0.50733109802226,0.5000594177064764,0.5970643939393939,0.08387445887445888,2.005635041179079,5,172.70165514945984,1886982,1886982
CiteSeer_LP_full_finetune_s3_84,2bnr67g7,CiteSeer_LP,full_finetune,s3,84,link_prediction,finished,0.5,0.5223480037550389,0.5,0.5626373626373626,0.09368600265560977,0.6893489871706281,1,146.51974272727966,2468102,2468102
Cora_LP_full_finetune_s3_126,ihi80tcq,Cora_LP,full_finetune,s3,126,link_prediction,finished,0.5,0.5117845117845118,0.5,0.6060606060606061,0.08258083062770562,3.1111365590300974,1,167.24487352371216,1886982,1886982
CiteSeer_LP_full_finetune_s3_126,83f3ce10,CiteSeer_LP,full_finetune,s3,126,link_prediction,finished,0.5197802197802198,0.5142921639484093,0.5016849816849817,0.5413093948305217,0.08644362802998833,5.814812621441516,170,292.63235354423523,2468102,2468102
Cora_LP_full_finetune_s4_42,mo48gd33,Cora_LP,full_finetune,s4,42,link_prediction,finished,0.5,0.5117845117845118,0.5,0.6060606060606061,0.08242018398268397,1.966336724433032,1,166.74332189559937,1886982,1886982
Cora_LP_full_finetune_s4_84,nb8mnaxq,Cora_LP,full_finetune,s4,84,link_prediction,finished,0.49952651515151514,0.511547306067854,0.5,0.6055871212121212,0.08028950216450216,2.375333457282095,1,168.49528288841248,1886982,1886982
CiteSeer_LP_full_finetune_s4_42,6iv6s2we,CiteSeer_LP,full_finetune,s4,42,link_prediction,finished,0.5659340659340659,0.15828743545161858,0.5333333333333333,0.09299644017953876,0.09094893246116374,0.6743614951332847,1,147.1780731678009,2468102,2468102
Cora_LP_full_finetune_s4_126,382bqm0v,Cora_LP,full_finetune,s4,126,link_prediction,finished,0.556344696969697,0.5053623167043385,0.5022421524663677,0.5866477272727273,0.08901515151515152,6.24171291698109,158,337.5289354324341,1886982,1886982
CiteSeer_LP_full_finetune_s4_84,tu7xhg3w,CiteSeer_LP,full_finetune,s4,84,link_prediction,finished,0.6318681318681318,0.41675187134474045,0.52133263561835,0.3502476396842594,0.09222623188523855,0.6402807509506142,1,147.49895024299622,2468102,2468102
CiteSeer_LP_full_finetune_s4_126,2kdg536w,CiteSeer_LP,full_finetune,s4,126,link_prediction,finished,0.5571428571428572,0.5154505128406096,0.5046462309620204,0.5382293762575453,0.0933471272982022,6.027352902129456,193,295.8105752468109,2468102,2468102
Cora_LP_full_finetune_s5_42,9l0vx9o4,Cora_LP,full_finetune,s5,42,link_prediction,finished,0.5194128787878788,0.5027520116710361,0.5003117595710188,0.5838068181818182,0.07836174242424243,5.529971619447072,51,220.99051094055176,1886982,1886982
CiteSeer_LP_full_finetune_s5_42,yf2z7ntw,CiteSeer_LP,full_finetune,s5,42,link_prediction,finished,0.5126373626373626,0.02818734278535375,0.5626373626373626,0.014510137749574367,0.08329382502844326,0.7133325813890814,1,147.12894320487976,2468102,2468102
Cora_LP_full_finetune_s5_84,dzu66d1o,Cora_LP,full_finetune,s5,84,link_prediction,finished,0.5,0.5117845117845118,0.5,0.6060606060606061,0.08094054383116883,2.5771981051022355,1,166.63731384277344,1886982,1886982
CiteSeer_LP_full_finetune_s5_84,auje5act,CiteSeer_LP,full_finetune,s5,84,link_prediction,finished,0.6192307692307693,0.2777248853862831,0.5280894544052439,0.1887478718464634,0.09224361010869536,0.6443799033269777,1,148.41153502464294,2468102,2468102
Cora_LP_full_finetune_s5_126,suyskta0,Cora_LP,full_finetune,s5,126,link_prediction,finished,0.5,0.5117845117845118,0.5,0.6060606060606061,0.08142248376623377,1.078530389251131,1,165.90007734298706,1886982,1886982
CiteSeer_LP_full_finetune_s5_126,j9rihie6,CiteSeer_LP,full_finetune,s5,126,link_prediction,finished,0.5401098901098901,0.5172246191148153,0.5039794248304886,0.5439483052159109,0.09147896827659616,4.3005284760024525,87,234.5024538040161,2468102,2468102
Cora_LP_linear_probe_b1_42,bwff3vrp,Cora_LP,linear_probe,b1,42,link_prediction,finished,0.5733901515151515,0.4566705998481024,0.502754820936639,0.4791666666666667,0.08358698593073592,1.0089672912250869,2,148.2765076160431,1886982,564737
CiteSeer_LP_linear_probe_b1_42,qqir9rgg,CiteSeer_LP,linear_probe,b1,42,link_prediction,finished,0.5719780219780219,0.4994078797996091,0.5098901098901099,0.49799566630552544,0.09253035079573256,1.396824069075532,8,138.71003651618958,2468102,1145857
Cora_LP_linear_probe_b1_84,my3yqsvr,Cora_LP,linear_probe,b1,84,link_prediction,finished,0.5658143939393939,0.45989419055575315,0.5014075178009605,0.48390151515151514,0.07941017316017315,1.082727717630791,5,151.6650047302246,1886982,564737
CiteSeer_LP_linear_probe_b1_84,wtk3hcrp,CiteSeer_LP,linear_probe,b1,84,link_prediction,finished,0.6269230769230769,0.5067043575084541,0.5142857142857142,0.5061290821854202,0.10042440880098404,1.697961131819002,99,215.28458404541016,2468102,1145857
Cora_LP_linear_probe_b1_126,1mop73a9,Cora_LP,linear_probe,b1,126,link_prediction,finished,0.5885416666666666,0.4731933075393261,0.5026350461133069,0.5099431818181818,0.0828429383116883,1.011900927081253,6,153.16893815994263,1886982,564737
CiteSeer_LP_linear_probe_b1_126,nup0yarw,CiteSeer_LP,linear_probe,b1,126,link_prediction,finished,0.5901098901098901,0.4969308382464942,0.5101634117178159,0.4918356291595728,0.09697917600067342,1.0920596877297202,14,144.52353811264038,2468102,1145857
Cora_LP_linear_probe_b2_42,hlihv0ia,Cora_LP,linear_probe,b2,42,link_prediction,finished,0.5790719696969697,0.17535440332432814,0.5575757575757575,0.10511363636363635,0.08345170454545456,0.6748685493613734,1,146.68546509742737,1886982,564737
CiteSeer_LP_linear_probe_b2_42,68zlg5s1,CiteSeer_LP,linear_probe,b2,42,link_prediction,finished,0.5758241758241758,0.5059472602117787,0.5061107117181883,0.5158025073518031,0.08786429779758172,1.1655142459240588,18,147.08540606498718,2468102,1145857
Cora_LP_linear_probe_b2_84,skhxm3nx,Cora_LP,linear_probe,b2,84,link_prediction,finished,0.6401515151515151,0.3108114162532052,0.5263157894736842,0.2324810606060606,0.08652935606060605,0.6407749815420671,1,147.0151069164276,1886982,564737
CiteSeer_LP_linear_probe_b2_84,uuoe1yks,CiteSeer_LP,linear_probe,b2,84,link_prediction,finished,0.6054945054945055,0.526248909105058,0.5094993894993896,0.5546122891193314,0.11726390733062342,1.869653289396684,278,267.9337980747223,2468102,1145857
Cora_LP_linear_probe_b2_126,zzg5aycq,Cora_LP,linear_probe,b2,126,link_prediction,finished,0.5885416666666666,0.19229831589908328,0.5555555555555555,0.11789772727272728,0.08641098484848483,0.6588010110638358,1,147.5431308746338,1886982,564737
Cora_LP_linear_probe_b3_42,8sbb6tkz,Cora_LP,linear_probe,b3,42,link_prediction,finished,0.5,0.5117845117845118,0.5,0.6060606060606061,0.08539637445887445,0.839227987058235,1,147.0847887992859,1886982,564737
CiteSeer_LP_linear_probe_b2_126,ch7zupiw,CiteSeer_LP,linear_probe,b2,126,link_prediction,finished,0.6543956043956044,0.5179232817619366,0.5102348631760396,0.5328354743847702,0.10905704130314953,1.193728495168162,294,265.03515005111694,2468102,1145857
Cora_LP_linear_probe_b3_84,paiby12i,Cora_LP,linear_probe,b3,84,link_prediction,finished,0.5,0.5117845117845118,0.5,0.6060606060606061,0.08069534632034632,0.6739749456896926,1,145.2694869041443,1886982,564737
Cora_LP_linear_probe_b3_126,tzmhgx68,Cora_LP,linear_probe,b3,126,link_prediction,finished,0.5,0.5117845117845118,0.5,0.6060606060606061,0.08735795454545456,0.6628115899635084,1,144.7055094242096,1886982,564737
CiteSeer_LP_linear_probe_b3_42,bxfjzwzj,CiteSeer_LP,linear_probe,b3,42,link_prediction,finished,0.6802197802197802,0.5242765386125535,0.5189589358010411,0.5347082494969819,0.1167642834062404,1.4734642479445907,230,269.73031425476074,2468102,1145857
Cora_LP_linear_probe_b4_42,aotkp70m,Cora_LP,linear_probe,b4,42,link_prediction,finished,0.5724431818181818,0.469003754552838,0.5039155600953353,0.5033143939393939,0.08231026785714286,2.133480808951638,8,154.1744728088379,1886982,564737
Cora_LP_linear_probe_b4_84,j5vkajdz,Cora_LP,linear_probe,b4,84,link_prediction,finished,0.5785984848484849,0.4829023114249635,0.5017015070491005,0.5255681818181818,0.07892823322510822,2.394290884335836,16,162.0056073665619,1886982,564737
CiteSeer_LP_linear_probe_b3_84,5tyz2v71,CiteSeer_LP,linear_probe,b3,84,link_prediction,finished,0.6917582417582417,0.5243966175767739,0.518494271685761,0.5349249342207089,0.11482226693494298,1.5303141389574324,288,268.06313824653625,2468102,1145857
Cora_LP_linear_probe_b4_126,edwumrpv,Cora_LP,linear_probe,b4,126,link_prediction,finished,0.5800189393939394,0.44735178671697096,0.5045454545454545,0.4607007575757576,0.08252164502164502,1.2005565491589634,3,150.1597831249237,1886982,564737
CiteSeer_LP_linear_probe_b3_126,70j5r69s,CiteSeer_LP,linear_probe,b3,126,link_prediction,finished,0.6527472527472528,0.5217937578087929,0.511176628249799,0.5397616468039004,0.10777974187907474,1.729380652668712,208,266.7624337673187,2468102,1145857
Cora_LP_linear_probe_s1_42,npe515d2,Cora_LP,linear_probe,s1,42,link_prediction,finished,0.5198863636363636,0.4993735985212824,0.5004551957341657,0.5733901515151515,0.07815882034632034,1.109253962834676,1,146.87141752243042,1886982,564737
Cora_LP_linear_probe_s1_84,tjsnv0j3,Cora_LP,linear_probe,s1,84,link_prediction,finished,0.5317234848484849,0.4912396237159759,0.5007974481658692,0.5572916666666666,0.07590976731601731,0.9791561166445414,1,146.6287603378296,1886982,564737
CiteSeer_LP_linear_probe_b4_42,rfw7bu2c,CiteSeer_LP,linear_probe,b4,42,link_prediction,finished,0.5884615384615385,0.4807914232469066,0.5125173676897815,0.4587447763504101,0.09520659720807978,2.8220879292750096,6,137.23534297943115,2468102,1145857
Cora_LP_linear_probe_s1_126,wdlgqjyw,Cora_LP,linear_probe,s1,126,link_prediction,finished,0.5307765151515151,0.5061519181341362,0.501010101010101,0.5918560606060606,0.07677218614718614,11.047802554838585,183,296.3677570819855,1886982,564737
CiteSeer_LP_linear_probe_b4_84,h95cvz2p,CiteSeer_LP,linear_probe,b4,84,link_prediction,finished,0.5725274725274725,0.4770682760930346,0.5097929694614778,0.45533973069184336,0.09436375337042498,2.4265770734011474,5,137.55415630340576,2468102,1145857
CiteSeer_LP_linear_probe_b4_126,hk0q0zb7,CiteSeer_LP,linear_probe,b4,126,link_prediction,finished,0.5752747252747252,0.48080913366131095,0.5080646129826457,0.46314038074601455,0.09291701626764635,2.1718818716950468,4,134.98594975471497,2468102,1145857
Cora_LP_linear_probe_s2_42,rdwh5q79,Cora_LP,linear_probe,s2,42,link_prediction,finished,0.5,0.5117845117845118,0.5,0.6060606060606061,0.08373917748917749,1.3903148485855623,1,149.37781500816345,1886982,564737
CiteSeer_LP_linear_probe_s1_42,1ztgrtiz,CiteSeer_LP,linear_probe,s1,42,link_prediction,finished,0.5945054945054945,0.5185269979783214,0.5088948787061995,0.5369060516947841,0.10770588442938332,4.084179795443356,274,272.87608790397644,2468102,1145857
Cora_LP_linear_probe_s2_84,n5vh9ofn,Cora_LP,linear_probe,s2,84,link_prediction,finished,0.5,0.5117845117845118,0.5,0.6060606060606061,0.08280911796536797,1.0455026626586914,1,148.916442155838,1886982,564737
Cora_LP_linear_probe_s2_126,2k5nl5iw,Cora_LP,linear_probe,s2,126,link_prediction,finished,0.5,0.5117845117845118,0.5,0.6060606060606061,0.0839251893939394,0.7550837487885447,1,147.08467769622803,1886982,564737
CiteSeer_LP_linear_probe_s1_84,zjbmy8vh,CiteSeer_LP,linear_probe,s1,84,link_prediction,finished,0.6252747252747253,0.5184491310908037,0.5119188503803888,0.5333926636743538,0.10199713802382444,5.213192497504936,239,268.1176838874817,2468102,1145857
Cora_LP_linear_probe_s3_42,2yoxzo02,Cora_LP,linear_probe,s3,42,link_prediction,finished,0.5,0.5117845117845118,0.5,0.6060606060606061,0.08346861471861472,3.7688119066667487,1,146.4092719554901,1886982,564737
Cora_LP_linear_probe_s3_84,eo20xbis,Cora_LP,linear_probe,s3,84,link_prediction,finished,0.5975378787878788,0.5041695140474032,0.5033587102552619,0.5776515151515151,0.0903426001082251,2.120965453711423,279,296.13895058631897,1886982,564737
CiteSeer_LP_linear_probe_s1_126,qmuw1kvn,CiteSeer_LP,linear_probe,s1,126,link_prediction,finished,0.6307692307692307,0.518613206338265,0.512909312909313,0.530637672186968,0.10970003557105117,3.971187117859557,266,266.6710407733917,2468102,1145857
Cora_LP_linear_probe_s3_126,20xe3jy3,Cora_LP,linear_probe,s3,126,link_prediction,finished,0.5,0.5117845117845118,0.5,0.6060606060606061,0.08250473484848485,3.2289210938651003,1,146.1718785762787,1886982,564737
CiteSeer_LP_linear_probe_s2_42,ut3km7pp,CiteSeer_LP,linear_probe,s2,42,link_prediction,finished,0.6318681318681318,0.51677046007646,0.5107117181883537,0.5326265284011763,0.10611577698308612,1.9360869334294248,252,264.5627782344818,2468102,1145857
Cora_LP_linear_probe_s4_42,iapdxhif,Cora_LP,linear_probe,s4,42,link_prediction,finished,0.5,0.5117845117845118,0.5,0.6060606060606061,0.08167613636363635,1.8250275933832831,1,147.56030702590942,1886982,564737
CiteSeer_LP_linear_probe_s2_84,le396t7c,CiteSeer_LP,linear_probe,s2,84,link_prediction,finished,0.6730769230769231,0.5236570293222798,0.5171505111803619,0.5374632409843677,0.11186362439142276,1.9834010637723485,299,265.5990164279938,2468102,1145857
Cora_LP_linear_probe_s4_84,c4usruxv,Cora_LP,linear_probe,s4,84,link_prediction,finished,0.49952651515151514,0.5110719644160417,0.5,0.6046401515151515,0.08032332251082251,1.5283537023898326,1,148.09318113327026,1886982,564737
Cora_LP_linear_probe_s4_126,r2n7qh30,Cora_LP,linear_probe,s4,126,link_prediction,finished,0.5383522727272727,0.4601327393733779,0.5014354066985646,0.4876893939393939,0.08099972943722944,1.3406251596682,2,147.97501802444458,1886982,564737
CiteSeer_LP_linear_probe_s2_126,hcgr4fg0,CiteSeer_LP,linear_probe,s2,126,link_prediction,finished,0.6648351648351648,0.5226873773279815,0.5171717171717172,0.534932672960842,0.11764622824667302,1.865086324922331,295,271.2107901573181,2468102,1145857
Cora_LP_linear_probe_s5_42,f5ysndjr,Cora_LP,linear_probe,s5,42,link_prediction,finished,0.5,0.5117845117845118,0.5,0.6060606060606061,0.08018804112554112,1.163284802978689,1,147.49929356575012,1886982,564737
Cora_LP_linear_probe_s5_84,hvju297n,Cora_LP,linear_probe,s5,84,link_prediction,finished,0.5435606060606061,0.5055492537445627,0.5015673981191223,0.5890151515151515,0.07826873647186147,3.9486317815202656,63,210.46956276893616,1886982,564737
CiteSeer_LP_linear_probe_s3_42,w50xb85o,CiteSeer_LP,linear_probe,s3,42,link_prediction,finished,0.5989010989010989,0.5169481467659681,0.50980756332869,0.5333926636743538,0.10783187654944512,2.325561127295861,298,272.3518009185791,2468102,1145857
Cora_LP_linear_probe_s5_126,m5tz578v,Cora_LP,linear_probe,s5,126,link_prediction,finished,0.5,0.5117845117845118,0.5,0.6060606060606061,0.08081371753246752,1.2671939658396172,1,147.24565029144287,1886982,564737
CiteSeer_LP_linear_probe_s3_84,iv9tz6b6,CiteSeer_LP,linear_probe,s3,84,link_prediction,finished,0.5,0.5223480037550389,0.5,0.5626373626373626,0.09535431210746258,0.6984888818237808,1,132.15407180786133,2468102,1145857
PTC_MR_full_finetune_b1_42,svw156rc,PTC_MR,full_finetune,b1,42,graph_classification,finished,0.45714285714285713,0.30514285714285716,0.33506493506493507,0.2816326530612245,0.5210884353741496,0.7574196287563869,10,16.355080127716064,1360775,1360775
PTC_MR_full_finetune_b1_84,dsfbz3dm,PTC_MR,full_finetune,b1,84,graph_classification,finished,0.45714285714285713,0.22857142857142856,0.2742857142857143,0.19591836734693877,0.5210884353741496,0.891636095728193,13,16.38120722770691,1360775,1360775
PTC_MR_full_finetune_b1_126,cpchxf9h,PTC_MR,full_finetune,b1,126,graph_classification,finished,0.6,0.6318367346938776,0.5217687074829932,0.8040816326530612,0.5435374149659864,3.843661785125733,93,25.6574547290802,1360775,1360775
PTC_MR_full_finetune_b2_42,znjttfxy,PTC_MR,full_finetune,b2,42,graph_classification,finished,0.6,0.46666666666666673,0.5428571428571428,0.4122448979591837,0.6226757369614513,1.112510245186942,31,21.219591856002808,1360775,1360775
PTC_MR_full_finetune_b2_84,bczzpzsf,PTC_MR,full_finetune,b2,84,graph_classification,finished,0.5428571428571428,0.5123809523809524,0.4857142857142857,0.5428571428571428,0.5428571428571428,0.8764833416257586,14,17.22759699821472,1360775,1360775
CiteSeer_LP_linear_probe_s3_126,8qyefbu3,CiteSeer_LP,linear_probe,s3,126,link_prediction,finished,0.6467032967032967,0.5173502638814008,0.5094849850610219,0.535373781148429,0.1057899352932711,1.7379232479975777,285,268.4145839214325,2468102,1145857
